# year, so_abs
1999.3698630136987,35.31762
1999.372602739726,35.328526
1999.3753424657534,35.343998
1999.3780821917808,35.332897
1999.3808219178081,35.324722
1999.3835616438357,35.34132
1999.386301369863,35.349632
1999.3890410958904,35.344902
1999.3917808219178,35.340115
1999.3945205479451,35.349106
1999.3972602739725,35.35129
1999.4,35.3477
1999.4027397260274,35.35795
1999.4054794520548,35.36574
1999.4082191780822,35.35563
1999.4109589041095,35.362877
1999.4136986301369,35.368614
1999.4164383561645,35.371193
1999.4191780821918,35.378136
1999.4219178082192,35.388355
1999.4246575342465,35.407707
1999.427397260274,35.41557
1999.4301369863015,35.41878
1999.4328767123288,35.42344
1999.4356164383562,35.426414
1999.4383561643835,35.434097
1999.441095890411,35.446266
1999.4438356164383,35.45087
1999.4465753424658,35.45957
1999.4493150684932,35.469166
